name,pointx_class,feature_easting,feature_northing,street_name,locality,geographic_county,postcode,admin_boundary,brand,FEATClass
Kofola,9470699,414552,431912,Town Centre,Bradford,West Yorkshire,BD7 3BU,Bradford District,NA,NA
Chop! Chop!,1020018,426508,432000,Lower Wortley Road,Leeds,West Yorkshire,LS12 4PX,Leeds District,NA,Takeaways
Red,1020018,426396,431994,Lower Wortley Road,Leeds,West Yorkshire,LS12 4PZ,Leeds District,NA,Takeaways
2 Takeaway,1020018,426260,431986,Branch Road,"Lower Wortley, Leeds",West Yorkshire,LS12 4RN,Leeds District,NA,Takeaways
Whiteheads,1020018,421781,435451,Town Street,"Farsley, Pudsey",West Yorkshire,LS28 5HX,Leeds District,NA,Takeaways
The Buffet Car Cafe,1020013,403501,437201,Station Road,"Haworth, Keighley",West Yorkshire,BD22 8NG,Bradford District,NA,Cafes
Deli On the Bridge,9470665,409325,425616,Cross Hills,Halifax,West Yorkshire,HX1 1XQ,Calderdale District,NA,Speciality Outlets
Fresh,9470699,415341,427016,Town Centre,Bradford,West Yorkshire,BD12 9JB,Bradford District,Fresh,Convenience Stores
Johal Bros,9470699,408334,426438,Wheatley Lane,Halifax,West Yorkshire,HX3 5EU,Calderdale District,NA,NA
Bread + Roses,1020013,416161,433438,North Parade,Bradford,West Yorkshire,BD1 3HT,Bradford District,NA,Cafes
China Garden,1020018,419236,437116,New Line,Bradford,West Yorkshire,BD10 0BL,Bradford District,NA,Takeaways
Nisa,9470699,411890,439719,Warren Lane,Bingley,West Yorkshire,BD16 3BS,Bradford District,Nisa,Convenience Stores
O'Deli,1020013,420251,445495,New Market,Otley,West Yorkshire,LS21 3AE,Leeds District,NA,Cafes
Fletchers Fisheries,1020020,418887,425818,Bradford Road,Cleckheaton,West Yorkshire,BD19 3PT,Kirklees District,NA,Takeaways
Flames,1020018,424022,434532,Stanningley Road,Leeds,West Yorkshire,LS13 3EG,Leeds District,NA,Takeaways
Scufflers,1020013,424030,434530,Stanningley Road,Leeds,West Yorkshire,LS13 3EG,Leeds District,NA,Cafes
Mace,9470699,424978,433444.8,Pudsey Road,Leeds,West Yorkshire,LS13 4JB,Leeds District,Mace,Convenience Stores
Industry Barista,1020034,403509,437262,Mill Hey,"Haworth, Keighley",West Yorkshire,BD22 8NQ,Bradford District,NA,Restaurants
Zana Steakhouse,1020018,419073,433517,Leeds Road,Bradford,West Yorkshire,BD3 8JB,Bradford District,NA,Takeaways
Totally Wicked,9470699,409237,425175,Commercial Street,Halifax,West Yorkshire,HX1 1TA,Calderdale District,NA,NA
Vinus Market,9470669,417022,434153,Laisterdyke,Bradford,West Yorkshire,BD3 0HY,Bradford District,NA,Speciality Outlets
Abu Bakar Foods,9470669,414613,432778,Legrams Lane,Bradford,West Yorkshire,BD7 2AA,Bradford District,NA,Speciality Outlets
Jenny's Jerk Chicken,1020018,414403,433671,Town Centre,Bradford,West Yorkshire,BD8 9BS,Bradford District,NA,Takeaways
Fat Joe's,1020018,405931,440798,South Street,Keighley,West Yorkshire,BD21 1AD,Bradford District,NA,Takeaways
Eck Vapours,9470699,406018,441090,North Street,Keighley,West Yorkshire,BD21 3SL,Bradford District,NA,NA
Turner's Newsagents,9470699,426234,431937,Branch Road,"Lower Wortley, Leeds",West Yorkshire,LS12 4RN,Leeds District,NA,NA
Si Si & Grill,1020018,426400,431995,Lower Wortley Road,Leeds,West Yorkshire,LS12 4PZ,Leeds District,NA,Takeaways
Moon Star House,1020018,413150,433378,Thornton Road,Bradford,West Yorkshire,BD8 0JN,Bradford District,NA,Takeaways
The Star Bar,1020034,413822,437630,Town Centre,Shipley,West Yorkshire,BD18 4RS,Bradford District,NA,Restaurants
Chatha & Gill,9470699,417411,431984,Rayleigh Street,Bradford,West Yorkshire,BD4 7JR,Bradford District,NA,NA
Familia Polish Shop,9470669,415919,431640,Town Centre,Bradford,West Yorkshire,BD5 7LR,Bradford District,NA,Speciality Outlets
Eck Vapours,9470699,406304,441326,Cavendish Street,Keighley,West Yorkshire,BD21 3RL,Bradford District,NA,NA
George's Bistro & Bar,1020034,419054.6,425251.4,Parkside,Cleckheaton,West Yorkshire,BD19,Kirklees District,NA,Restaurants
The Wharfe,1020020,420212,445702,Bridge Street,Otley,West Yorkshire,LS21 1BQ,Leeds District,NA,Takeaways
Ventures,1020034,414424,422740,Town Centre,Brighouse,West Yorkshire,HD6 1EJ,Calderdale District,NA,Restaurants
China Garden,1020018,414465,431342,Southfield Lane,Bradford,West Yorkshire,BD7 3NL,Bradford District,NA,Takeaways
Morrisons Daily,9470699,419626,429929,NA,Bradford,West Yorkshire,BD4 6NL,Bradford District,Morrisons Daily,Supermarkets
The Mill,1020034,415444,439684,Westgate,Baildon,West Yorkshire,BD17 5EH,Bradford District,NA,Restaurants
Wellbeing Lounge,1020013,406371,441186,Town Centre,Keighley,West Yorkshire,BD21 5HX,Bradford District,NA,Cafes
Lahori Grill House,1020018,406349,441162,East Parade,Keighley,West Yorkshire,BD21 5HU,Bradford District,NA,Takeaways
Gelato Treatz,1020018,406377,441297,Cavendish Street,Keighley,West Yorkshire,BD21 3RG,Bradford District,NA,Takeaways
Edward St Bakery,9470661,413699,437745,Myrtle Place,Shipley,West Yorkshire,BD18 4NB,Bradford District,NA,Takeaways
Fire Brigade,1020034,414441,431414,Southfield Lane,Bradford,West Yorkshire,BD7 3LT,Bradford District,NA,Restaurants
Surry's Convenience Store,9470699,418892,432209,Sandygate Terrace,Bradford,West Yorkshire,BD4 8PT,Bradford District,NA,NA
M & S Simply Food,9470699,421805,434079,Stanningley Bypass,Pudsey,West Yorkshire,LS28 6AR,Leeds District,M & S,Convenience Stores
Milk Bar,1020013,420148,445610,Manor Square,Otley,West Yorkshire,LS21 3AP,Leeds District,NA,Cafes
The Real Food Shop,1020013,420278,445518,Market Street,Otley,West Yorkshire,LS21 3AF,Leeds District,NA,Cafes
Salami & Co,1020013,420197,445560,Market Place,Otley,West Yorkshire,LS21 3AQ,Leeds District,NA,Cafes
Ivy House,9470672,420256,445385,Bondgate,Otley,West Yorkshire,LS21 3AB,Leeds District,NA,Speciality Outlets
De Cafe,1020018,406869,441429,Dalton Lane,Keighley,West Yorkshire,BD21 4JH,Bradford District,NA,Takeaways
Awan News,9470699,417604,433475,Laisterdyke,Bradford,West Yorkshire,BD3 9DB,Bradford District,NA,NA
Vapour Hub,9470699,409345,425088,Southgate,Halifax,West Yorkshire,HX1 1DL,Calderdale District,NA,NA
Sands Sandwiches,1020018,407133,441483,Dalton Lane,Keighley,West Yorkshire,BD21 4JR,Bradford District,NA,Takeaways
Mace,9470699,413165,448217,Leeds Road,Ilkley,West Yorkshire,LS29 8NF,Bradford District,Mace,Convenience Stores
Berries Bagels & Shakes,1020018,418594,433198,Killinghall Road,Bradford,West Yorkshire,BD3 8DS,Bradford District,NA,Takeaways
Premier Stores,9470699,412894,447840,NA,Ilkley,West Yorkshire,LS29 8NT,Bradford District,Premier,Convenience Stores
Love Brownies,9470661,411663,447697,Brook Street,Ilkley,West Yorkshire,LS29 8AA,Bradford District,NA,Takeaways
We Are Vapes,9470699,414965,430082,High Street,Bradford,West Yorkshire,BD6 1QP,Bradford District,We Are Vapes,Convenience Stores
Eve's Cafe,1020013,419093.3,425136.6,Greenside,Cleckheaton,West Yorkshire,BD19 5AH,Kirklees District,NA,Cafes
Ivory,1020034,415449,433362,Thornton Road,Bradford,West Yorkshire,BD1 2JN,Bradford District,NA,Restaurants
Mo's Munch,1020013,418532,432177,Sticker Lane,Bradford,West Yorkshire,BD4 8QE,Bradford District,NA,Cafes
New Deli,1020018,418618,432299,Sticker Lane,Bradford,West Yorkshire,BD4 8QA,Bradford District,NA,Takeaways
New Jubilee,1020018,418527,432216,Sticker Lane,Bradford,West Yorkshire,BD4 8QE,Bradford District,NA,Takeaways
Tyersal Discount Store,9470699,418620,432312,Sticker Lane,Bradford,West Yorkshire,BD4 8QA,Bradford District,NA,NA
Pizza Romana 55,1020018,418623,432318,Sticker Lane,Bradford,West Yorkshire,BD4 8QA,Bradford District,NA,Takeaways
Parry Lane Tavern,1020034,418498,432018,Weaverthorpe,Bradford,West Yorkshire,BD4 8RS,Bradford District,NA,Restaurants
The Steak Hut,1020018,417579,433467,Laisterdyke,Bradford,West Yorkshire,BD3 9DB,Bradford District,NA,Takeaways
China Chopstix,1020018,417559,433463,Barkerend Road,Bradford,West Yorkshire,BD3 9DB,Bradford District,NA,Takeaways
Fahim's,1020018,413867,433672,Thornton Road,Bradford,West Yorkshire,BD8 9SF,Bradford District,NA,Takeaways
The Food Master,1020018,416162,437908,Town Centre,Shipley,West Yorkshire,BD18 1DZ,Bradford District,NA,Takeaways
Banjo's Sandwich Bar,1020018,415415,437625,Leeds Road,Shipley,West Yorkshire,BD18 1BP,Bradford District,NA,Takeaways
Best-One,9470699,415916,437800,Leeds Road,Shipley,West Yorkshire,BD18 1EA,Bradford District,Best-One,Convenience Stores
Sambuca,1020034,415903,437790,Leeds Road,Shipley,West Yorkshire,BD18 1EA,Bradford District,NA,Restaurants
The Travellers Rest,1020034,415419,437587,Town Centre,Shipley,West Yorkshire,BD18 1BX,Bradford District,NA,Restaurants
Vip,9470699,416196,433204,Kirkgate Centre,Bradford,West Yorkshire,BD1 1QR,Bradford District,VIP,Convenience Stores
Rose & Crown,1020034,415669,433555,Westgate,Bradford,West Yorkshire,BD1 3AD,Bradford District,NA,Restaurants
Cafe Patisserie,1020013,416956,433431,Barkerend Road,Bradford,West Yorkshire,BD3 9AA,Bradford District,NA,Cafes
Lotus Sushi + Bento,1020018,416541.1,433112.9,Forster Square,Bradford,West Yorkshire,BD1 1US,Bradford District,NA,Takeaways
Parry Lane Fisheries,1020020,418499,432047,Sticker Lane,Bradford,West Yorkshire,BD4 8QQ,Bradford District,NA,Takeaways
Nautical Vapes,9470699,418505,432056,Sticker Lane,Bradford,West Yorkshire,BD4 8QQ,Bradford District,NA,NA
The Swaine Green,1020034,418649,432514,Sticker Lane,Bradford,West Yorkshire,BD4 8DL,Bradford District,NA,Restaurants
Ronnie's of Baildon,9470699,415445,439215,Station Road,"Baildon, Shipley",West Yorkshire,BD17 6QB,Bradford District,NA,NA
Hope & Anchor,1020034,405962,440316,South Street,Keighley,West Yorkshire,BD21 1AG,Bradford District,NA,Restaurants
Bardgett's Fish & Chips,1020020,405950,440477,South Street,Keighley,West Yorkshire,BD21 1AG,Bradford District,NA,Takeaways
Sandwich Queen,1020018,405429,440685,Oakworth Road,Keighley,West Yorkshire,BD21 1RB,Bradford District,NA,Takeaways
A Dewhirst & Son,9470699,405477,440705,Town Centre,Keighley,West Yorkshire,BD21 1QX,Bradford District,NA,NA
Burger Corner,1020018,405481,440708,Oakworth Road,Keighley,West Yorkshire,BD21 1QX,Bradford District,NA,Takeaways
Frykas,9470669,418660,432403,Weaverthorpe,Bradford,West Yorkshire,BD4 8DP,Bradford District,NA,Speciality Outlets
Kosar Mini Market,9470699,414251,431545,Southfield Lane,Bradford,West Yorkshire,BD7 3DN,Bradford District,NA,NA
Todays Food,1020018,416060,432211,Park Road,Bradford,West Yorkshire,BD5 0SG,Bradford District,NA,Takeaways
Cafe Papa's,1020013,415938,431849,Park Lane,Bradford,West Yorkshire,BD5 0LN,Bradford District,NA,Cafes
Vape Road,9470699,418970,425385,Town Centre,Cleckheaton,West Yorkshire,BD19 3HR,Kirklees District,NA,NA
Wild's,9470661,405410,440677,Oakworth Road,Keighley,West Yorkshire,BD21 1RB,Bradford District,NA,Takeaways
The Monkey,1020034,413217,430991,Great Horton Road,Bradford,West Yorkshire,BD7 4AQ,Bradford District,NA,Restaurants
Top Market,9470669,415548,431634,Little Horton Lane,Bradford,West Yorkshire,BD5 0PA,Bradford District,NA,Speciality Outlets
Polskie Specjaly,9470669,418816,425925,Bradford Road,Cleckheaton,West Yorkshire,BD19 3QT,Kirklees District,NA,Speciality Outlets
Amaan's Grill House,1020018,415097,432987,Town Centre,Bradford,West Yorkshire,BD7 1ND,Bradford District,NA,Takeaways
The Gin Lounge Ilkley,1020034,411674.2,447776.8,Brook Street,Ilkley,West Yorkshire,LS29 8AG,Bradford District,NA,Restaurants
J Reserve,1020034,411447,447635,The Grove,Ilkley,West Yorkshire,LS29 9PA,Bradford District,NA,Restaurants
The Ticket Office,1020034,411804,447626,Town Centre,Ilkley,West Yorkshire,LS29 8HF,Bradford District,NA,Restaurants
Gelato King,1020018,417163,433422,Laisterdyke,Bradford,West Yorkshire,BD3 9BH,Bradford District,NA,Takeaways
Hullabaloo,1020034,414648,437624,Westgate,Shipley,West Yorkshire,BD18 3QX,Bradford District,NA,Restaurants
Pranzo,1020013,413390,447668,Bolling Road,Ilkley,West Yorkshire,LS29 8PN,Bradford District,NA,Cafes
Broadley's,1020034,411563,447716,Town Centre,Ilkley,West Yorkshire,LS29 9LB,Bradford District,NA,Restaurants
Go Local Extra,9470699,414235,437324,Bradford Road,Shipley,West Yorkshire,BD18 3NT,Bradford District,Go Local Extra,Convenience Stores
Mimmo's,1020013,415351,438302,Queen Street,"Baildon, Shipley",West Yorkshire,BD17 6AA,Bradford District,NA,Cafes
La Crepe House,1020018,418851,433151,Leeds Road,Bradford,West Yorkshire,BD3 8LF,Bradford District,NA,Takeaways
Fresh,9470699,418994,437200,Town Centre,Bradford,West Yorkshire,BD10 0QY,Bradford District,Fresh,Convenience Stores
We Are Vapes,9470699,419158,430235,Weaverthorpe,Bradford,West Yorkshire,BD4 9RU,Bradford District,We Are Vapes,Convenience Stores
Let's Eat,1020018,414590,432771,Legrams Lane,Bradford,West Yorkshire,BD7 2AA,Bradford District,NA,Takeaways
Eko Polski,9470669,414633,432783,Town Centre,Bradford,West Yorkshire,BD7 2AA,Bradford District,NA,Speciality Outlets
Candia Cafe,1020013,414742,432810,Legrams Lane,Bradford,West Yorkshire,BD7 2AA,Bradford District,NA,Cafes
The Punch Bowl,1020034,404171,446560,Bridge Road,"Silsden, Keighley",West Yorkshire,BD20 9ND,Bradford District,NA,Restaurants
Crumbs,1020013,404118,446520,Briggate,"Silsden, Keighley",West Yorkshire,BD20 9JS,Bradford District,NA,Cafes
The Counting House,1020034,404182,446254,Kirkgate,"Silsden, Keighley",West Yorkshire,BD20 0AJ,Bradford District,NA,Restaurants
Ice Candy,1020018,414559.4,434543.1,Town Centre,Bradford,West Yorkshire,BD9 5AD,Bradford District,NA,Takeaways
UK Fried Chicken,1020018,413924,434391,Duckworth Lane,Bradford,West Yorkshire,BD9 5ET,Bradford District,NA,Takeaways
Awais's Mini Market,9470699,414513,431347,Southfield Lane,Bradford,West Yorkshire,BD7 3NQ,Bradford District,NA,NA
Yorkshire Hampers in Otley,9470665,420179,445418,Town Centre,Otley,West Yorkshire,LS21 3HN,Leeds District,NA,Speciality Outlets
Parmesans,1020018,413953,434402,Town Centre,Bradford,West Yorkshire,BD9 5ET,Bradford District,NA,Takeaways
Vapefellaz,9470699,415838,432720,Town Centre,Bradford,West Yorkshire,BD7 1BA,Bradford District,NA,NA
Scooty's,1020018,415062,432356,Great Horton Road,Bradford,West Yorkshire,BD7 1RP,Bradford District,NA,Takeaways
Hotcrazes,9470699,416407,433048,Market Street,Bradford,West Yorkshire,BD1 1NE,Bradford District,NA,NA
Riga,9470669,416092,433517,Town Centre,Bradford,West Yorkshire,BD1 3JH,Bradford District,NA,Speciality Outlets
Dial A Roti,1020018,414022,433685,Thornton Road,Bradford,West Yorkshire,BD8 9NB,Bradford District,NA,Takeaways
Krishna Stores,9470699,414645,431228,Southfield Lane,Bradford,West Yorkshire,BD5 9HQ,Bradford District,NA,NA
Caribbean Grill,1020018,415130,431083,Southfield Road,Bradford,West Yorkshire,BD5 9EE,Bradford District,NA,Takeaways
Angie's Pantry,1020018,418841,432228,Beverley Street,Bradford,West Yorkshire,BD4 8PU,Bradford District,NA,Takeaways
The Cupcakery,1020013,418826,437380,New Line,Bradford,West Yorkshire,BD10 9AS,Bradford District,NA,Cafes
The Snack Bar,1020013,426304,433069,Tong Road,Leeds,West Yorkshire,LS12 4NQ,Leeds District,NA,Cafes
Rajas Pizza Bar,1020018,415445,431322,Little Horton Lane,Bradford,West Yorkshire,BD5 9BY,Bradford District,NA,Takeaways
Isha Mini Market,9470699,415295,433580,Town Centre,Bradford,West Yorkshire,BD8 8JT,Bradford District,NA,NA
Jan's Cafe @ the Ridge,1020013,414575,431676,Cousen Road,Bradford,West Yorkshire,BD7 3JX,Bradford District,NA,Cafes
Food Plus,9470699,416085,433531,Town Centre,Bradford,West Yorkshire,BD1 3JH,Bradford District,Food Plus,Convenience Stores
The Avenue Bar & Restaurant,1020034,416534,432907,Bridge Street,Bradford,West Yorkshire,BD1 1JX,Bradford District,NA,Restaurants
Suleman's Groceries,9470669,418546,433364,Killinghall Road,Bradford,West Yorkshire,BD3 8AB,Bradford District,NA,Speciality Outlets
Killinghall Fisheries,1020020,418574,433374,Killinghall Road,Bradford,West Yorkshire,BD3 8HN,Bradford District,NA,Takeaways
Peshawari Chapli Kebab,1020018,418574,433358,Killinghall Road,Bradford,West Yorkshire,BD3 8HN,Bradford District,NA,Takeaways
Euro Fc,1020018,418569,433156,Killinghall Road,Bradford,West Yorkshire,BD3 8DN,Bradford District,NA,Takeaways
My Khans Grill House,1020018,406053,441129,Town Centre,Keighley,West Yorkshire,BD21 3SE,Bradford District,NA,Takeaways
European Food,9470669,406073,441175,Town Centre,Keighley,West Yorkshire,BD21 3SE,Bradford District,NA,Speciality Outlets
Impero Pizza,1020018,420258,445479,New Market,Otley,West Yorkshire,LS21 3AE,Leeds District,NA,Takeaways
Holland & Barrett,9470672,406147,441153,Airedale Centre,Keighley,West Yorkshire,BD21 3PX,Bradford District,Holland & Barrett,Speciality Outlets
J R's,9470699,415448,431327,Little Horton Lane,Bradford,West Yorkshire,BD5 9BY,Bradford District,NA,NA
Nostalgia Tea Rooms,1020013,420235.5,445584.1,Bay Horse Court,Otley,West Yorkshire,LS21 1SB,Leeds District,NA,Cafes
The Stockbridge Arms,1020020,407513,442303,Bradford Road,"Riddlesden, Keighley",West Yorkshire,BD21 4ES,Bradford District,NA,Takeaways
Roots & Shoots,9470672,406369,441301,Cavendish Street,Keighley,West Yorkshire,BD21 3RG,Bradford District,NA,Speciality Outlets
My Gelato King,1020018,406053,441129,Town Centre,Keighley,West Yorkshire,BD21 3SE,Bradford District,NA,Takeaways
Southfield Mini Market,9470699,415035,431086,Southfield Lane,Bradford,West Yorkshire,BD5 9HU,Bradford District,NA,NA
Fawcett Fisheries,1020020,426248,431995,Lower Wortley Road,Leeds,West Yorkshire,LS12 4QB,Leeds District,NA,Takeaways
Reggies Grab N Go,1020018,419085,433533,Laisterdyke,Bradford,West Yorkshire,BD3 8JB,Bradford District,NA,Takeaways
Dial A Roti,1020018,414385,431788,Great Horton Road,Bradford,West Yorkshire,BD7 3EU,Bradford District,NA,Takeaways
Heavenly Desserts,1020013,415234,432526,Town Centre,Bradford,West Yorkshire,BD7 1PU,Bradford District,Heavenly Desserts,Cafes
Smoothie Shack,1020013,414686.2,437423.3,Town Centre,Shipley,West Yorkshire,BD18 3QH,Bradford District,NA,Cafes
Aunt Betty's,1020020,415366,431283,Little Horton Lane,Bradford,West Yorkshire,BD5 9BL,Bradford District,NA,Takeaways
Golden Star,1020018,415213,431144,Little Horton Lane,Bradford,West Yorkshire,BD5 9DQ,Bradford District,NA,Takeaways
Jeanette's Cakery,1020013,413674,437671,Bingley Road,Shipley,West Yorkshire,BD18 4SD,Bradford District,NA,Cafes
Ibrahim Foods,9470699,418927.9,433754.8,Leeds Old Road,Bradford,West Yorkshire,BD3 8JF,Bradford District,NA,NA
Parmolicious,1020018,418953,433763,Leeds Old Road,Bradford,West Yorkshire,BD3 8JF,Bradford District,NA,Takeaways
Baskin Robbins,1020018,421714,434221,Town Centre,Pudsey,West Yorkshire,LS28 6AR,Leeds District,Baskin Robbins,Takeaways
The Bay Horse,1020034,421785,435285,Town Street,Pudsey,West Yorkshire,LS28 5LF,Leeds District,NA,Restaurants
Subway,1020018,416891.9,424138,Highmoor Lane,Brighouse,West Yorkshire,HD6 4JX,Calderdale District,Subway,Takeaways
Fresh Fare Superstore,9470669,415579,431672,Little Horton Lane,Bradford,West Yorkshire,BD5 0LG,Bradford District,NA,Speciality Outlets
Punjab Sweet House,1020018,415312,433116,Listerhills Road,Bradford,West Yorkshire,BD7 1JR,Bradford District,NA,Takeaways
Costa Coffee,1020013,419589.9,433809.2,Dick Lane,Bradford,West Yorkshire,BD3 7AT,Leeds District,Costa,Cafes
K F C Ltd,1020018,419603,433854.6,Dick Lane,"Thornbury, Bradford",West Yorkshire,BD3 7AT,Leeds District,K F C,Takeaways
Don'T Tell Titus,1020034,413923,437983,Victoria Road,Shipley,West Yorkshire,BD18 3LA,Bradford District,NA,Restaurants
The Horncastle,1020034,418655,426047,Bradford Road,Cleckheaton,West Yorkshire,BD19 3TJ,Kirklees District,NA,Restaurants
The Chicken Shop,1020018,418683,426023,Bradford Road,Cleckheaton,West Yorkshire,BD19 3TJ,Kirklees District,NA,Takeaways
Lunch Box,1020018,418686,426020,Bradford Road,Cleckheaton,West Yorkshire,BD19 3TJ,Kirklees District,NA,Takeaways
Moorend Off Licence & Groceries,9470699,418836.7,425867.8,Bradford Road,Cleckheaton,West Yorkshire,BD19 3PY,Kirklees District,NA,NA
South St. News & Wine,9470699,405919,440507,South Street,Keighley,West Yorkshire,BD21 1EQ,Bradford District,NA,NA
Londis,9470699,417833,434731,Otley Road,Bradford,West Yorkshire,BD2 4QL,Bradford District,Londis,Convenience Stores
The Piece Hall Deli,9470665,409539,425069,Piece Hall,"Town Centre, Halifax",West Yorkshire,HX1 1RE,Calderdale District,NA,Speciality Outlets
The Chocolate Box,9470663,409539,425069,Piece Hall,"Town Centre, Halifax",West Yorkshire,HX1 1RE,Calderdale District,NA,Speciality Outlets
Spogs & Spice,9470663,409539,425069,Piece Hall,"Town Centre, Halifax",West Yorkshire,HX1 1RE,Calderdale District,NA,Speciality Outlets
Hare & Hounds,1020034,417816,443438,Town Centre,Ilkley,West Yorkshire,LS29 6BU,Bradford District,Greene King,Restaurants
Brewhouse,1020034,420798,441150,High Street,"Yeadon, Leeds",West Yorkshire,LS19 7SP,Leeds District,NA,Restaurants
Pizza Republic,1020018,409100,425376,St. James Road,Halifax,West Yorkshire,HX1 1YS,Calderdale District,NA,Takeaways
Kiplings,1020018,410692,439270,Main Street,Bingley,West Yorkshire,BD16 2HZ,Bradford District,NA,Takeaways
Haworth Steam Brewing Co.,1020034,403016,437242,Town Centre,Keighley,West Yorkshire,BD22 8DP,Bradford District,NA,Restaurants
The Hawthorn,1020034,403042,437172,Town Centre,Keighley,West Yorkshire,BD22 8DP,Bradford District,NA,Restaurants
Q Gardens,1020034,415936,429737,Pearson Road,Bradford,West Yorkshire,BD6 1BJ,Bradford District,NA,Restaurants
Friesday,1020018,415703,432726,Great Horton Road,Bradford,West Yorkshire,BD7 1AZ,Bradford District,NA,Takeaways
Shop'n Drive,9470699,415876,426452,Whitehall Road,Bradford,West Yorkshire,BD12 9LN,Bradford District,Shop'N Drive,Convenience Stores
Little Greek,1020018,422338,426279,Birstall Shopping Park,Batley,West Yorkshire,WF17 9HB,Kirklees District,NA,Takeaways
The Bull,1020034,409143,425116,Bull Green,Halifax,West Yorkshire,HX1 5AB,Calderdale District,NA,Restaurants
Chicken Run,1020018,409235,425236,Waterhouse Street,Halifax,West Yorkshire,HX1 1UQ,Calderdale District,NA,Takeaways
Bronte Bridge Cafe,1020013,403413,437146,Mill Hill,"Haworth, Keighley",West Yorkshire,BD22 8QH,Bradford District,NA,Cafes
McColl's,9470699,415713,432719,Town Centre,Bradford,West Yorkshire,BD7 1AZ,Bradford District,Martin McColl Ltd,Convenience Stores
Southgate Mini Market,9470699,416014.2,433006.2,Thornton Road,Bradford,West Yorkshire,BD1 2DG,Bradford District,NA,NA
Salahudin,1020018,415881,433906,Town Centre,Bradford,West Yorkshire,BD1 3BN,Bradford District,NA,Takeaways
Tatra Mini Market,9470699,419280,430163,Tong Street,Bradford,West Yorkshire,BD4 6LX,Bradford District,NA,NA
Great Horton Newsagents,9470699,414248,431585,Great Horton Road,Bradford,West Yorkshire,BD7 3DL,Bradford District,NA,NA
Lusso,1020034,419077,437325,Harrogate Road,Bradford,West Yorkshire,BD10 0RB,Bradford District,NA,Restaurants
Tufail's General Store,9470699,414853,434356,Springcliffe,Bradford,West Yorkshire,BD8 8QP,Bradford District,NA,NA
City Vapes,9470699,414408.2,433671.9,Thornton Road,Bradford,West Yorkshire,BD8 9BS,Bradford District,NA,NA
Cafe @ 513,1020018,414216,431528,Great Horton Road,Bradford,West Yorkshire,BD7 4EG,Bradford District,NA,Takeaways
B4,1020018,415130,434402,Carlisle Road,Bradford,West Yorkshire,BD8 8BB,Bradford District,NA,Takeaways
Premier Stores,9470699,419110,442157,Oxford Road,"Guiseley, Leeds",West Yorkshire,LS20 9AS,Leeds District,Premier,Convenience Stores
Ooh La La Dessert Bar,1020018,418975,441986,Guiseley,Leeds,West Yorkshire,LS20 8AF,Leeds District,NA,Takeaways
Feed,1020013,422091,434114,Richardshaw Lane,"Stanningley, Pudsey",West Yorkshire,LS28 6AA,Leeds District,NA,Cafes
Farsley Off Licence and Convenience Store,9470699,421743,435231,Town Street,"Farsley, Pudsey",West Yorkshire,LS28 5HX,Leeds District,NA,NA
The New Line,1020034,418905,437338,New Line,Bradford,West Yorkshire,BD10 9AP,Bradford District,NA,Restaurants
Frozen Ice Pan,1020018,415777,432560,Town Centre,Bradford,West Yorkshire,BD7 1BE,Bradford District,NA,Takeaways
Bianco,1020018,415279.4,432519.9,Great Horton Road,Bradford,West Yorkshire,BD7 1QG,Bradford District,NA,Takeaways
Deli Munch Crunch,1020018,415030,431088,Southfield Lane,Bradford,West Yorkshire,BD5 9HU,Bradford District,NA,Takeaways
Dessert Bank,1020018,415846,430889,Manchester Road,Bradford,West Yorkshire,BD5 8DJ,Bradford District,NA,Takeaways
Royal Roti House,1020018,419125,433535,Leeds Road,Bradford,West Yorkshire,BD3 7AE,Bradford District,NA,Takeaways
Deli Gourmet,1020018,419257,430177,Tong Street,Bradford,West Yorkshire,BD4 6LX,Bradford District,NA,Takeaways
Ariana Flame Grill,1020018,419348,433934,Leeds Road,Bradford,West Yorkshire,BD3 7DB,Bradford District,NA,Takeaways
Ye Old Crown,1020034,416282,433083,Town Centre,Bradford,West Yorkshire,BD1 1SQ,Bradford District,NA,Restaurants
City Rd Takeaway,1020018,415291,433581,City Road,Bradford,West Yorkshire,BD8 8JT,Bradford District,NA,Takeaways
Taste of China,1020018,420430.6,440395.1,Henshaw Lane,"Yeadon, Leeds",West Yorkshire,LS19 7RZ,Leeds District,NA,Takeaways
Fresh,9470699,419095,441944,Otley Road,"Guiseley, Leeds",West Yorkshire,LS20 8AH,Leeds District,Fresh,Convenience Stores
G Pizza & Kebab,1020018,419050,441975,Guiseley,Leeds,West Yorkshire,LS20 8AH,Leeds District,NA,Takeaways
Popalong,1020013,421440,434411,Bradford Road,"Stanningley, Pudsey",West Yorkshire,LS28 6AT,Leeds District,NA,Cafes
Rudy's Bar,1020034,422225.2,433522.6,Lidget Hill,Pudsey,West Yorkshire,LS28 7LJ,Leeds District,NA,Restaurants
Takin' the Pizza,1020018,421677,435056,Town Street,"Farsley, Pudsey",West Yorkshire,LS28 5EN,Leeds District,NA,Takeaways
T Muscle,9470672,414306,433685,Town Centre,Bradford,West Yorkshire,BD8 9BS,Bradford District,NA,Speciality Outlets
Frostyz,1020018,417035,434257,Otley Road,Bradford,West Yorkshire,BD3 0JF,Bradford District,NA,Takeaways
Akas Checkout,9470699,417028,434186,Laisterdyke,Bradford,West Yorkshire,BD3 0HY,Bradford District,NA,NA
